ID_Institution,ID_KG,picNumber,vatNumber,name,shortName,activityType,street,postCode,city,country,geolocation,organizationURL
,2485,997802141,DE812904252,VISTA Geowissenschaftliche Fernerkundung GmbH,VISTA,PRC,Anton-Ferstl-Str. 11,82234,Wessling,DE,"48.1480195,11.5661416",www.vista-geo.de
,7106,,,"VisitScotland, Scotland's national tourism organisation",VS,PUB,,,,GB   ,,www.visitscotland.com
,2687,,,Prefecture of Preveza,,PUB,Spiliadou 8,,Preveza,GR   ,,www.visit-preveza.com/el/home
,994,,,Visit Nordjylland,,,Niels Bohrs Vej 30,9220,Aalborg,DK   ,,www.visitnordjylland.dk
,1170,,,Hamina Town,,,Kaivokatu 6,49400,Hamina,FI   ,,www.visithamina.fi
,1274,,,Visit Åland,,,Storagatan 8,22100,Mariehamn ,FI   ,,www.visitaland.com/
,1183,963222417,,KANKAISTEN OELJYKASVIT OY,Virgino,PRC,RASTIKAARI 31-33,14200,TURENKI,FI,,www.virgino.fi
,275,,,Flanders Institute for Mobility,VIM,,Wetenschapspark 13,B-3590, DIEPENBEEK,BE   ,,www.vim.be
,4594,,,Villmarksfisk AS,,PRC,Østerdalsveien,9360 ,BARDU,NO   ,,www.villroye.no
,1857,,,Ville de Pézenas,,PUB,rue Massillon 6,34120,Pézenas,FR   ,,www.ville-pezenas.fr/
,5386,,,Ciudad de Viladecans,,PUB,"Jaume Abril, 2",08840 ,Viladecans,ES   ,,www.viladecans.cat/es/la-ciudad
,992,,,VIKING Life-Saving Equipment A/S,,,Seadding Ringvej,3060,ESBJERG,DK   ,,www.viking-life.com
,993,998190432,,VIKINGESKIBSMUSEET I ROSKILDE,VM,REC,VINDEBODER 12,4000,ROSKILDE,DK,,www.vikingeskibsmuseet.dk
,1103,,,Viimsi Municipality,,,Nelgi tee 1,74001,Viimsi,EE   ,,www.viimsivald.ee/
,1102,,,Vihula Municipality,,,Mere 6,45501, Vihula ,EE   ,,www.vihula.ee/
,1781,,,Syndicat Mixte de Protection du Littoral Breton,VIGIPOL,OTH,Rue Claude Chappe 1,22300 ,Lannion,FR   ,,www.vigipol.org/
,3696,,,Foundation for Environmental Education,FEE,OTH,Lapu iela 17,LV-1002,Rīga,LV   ,,www.videsfonds.lv
,3693,,,Environmental Development Association,EDA,,Kalvenes iela 22a,LV-1058,Rīga,LV   ,,www.videsattistiba.lv/
,5834,986462841,ESB27704337,VICUS DESARROLLOS TECNOLOGICOS SL,VICUSDT,PRC,AV. BEIRAMAR 77,36202,VIGO,ES,"42.2252655,-8.7521546",www.vicusdt.com
,4638,984526430,,EC ELECTRONICS SP ZOO,ECEL,PRC,LUBLANSKA 34,,KRAKOW,PL,,www.vibx.pl
,409,999651931,BE0456343923,VIB VZW,VLAAMS  INSTITUUT BIOTECHNOLOGIE FLANDERS INSTITUTE FOR BIOTECHNOLOGY,REC,RIJVISSCHESTRAAT 120,9052,ZWIJNAARDE - GENT,BE,"51.0182372,3.6931701",www.vib.be
,148,997972764,ATU61299106,VIA DONAU OSTERREICHISCHE WASSERSTRASSEN GESELLSCHAFT MBH,VIA DONAU,PRC,DONAU CITY STRASSE 1,1220,WIEN,AT,"48.2354215,16.41455907690119",www.via-donau.org
,2139,,,Hamburger Volkschochschule,,,Schanzenstraße 75-77,20357,HAMBURG,DE   ,,www.vhs-hamburg.de
,3786,999647857,LT119502413,VILNIAUS GEDIMINO TECHNIKOS UNIVERSITETAS,VILNIUS TECH,HES,SAULETEKIO AL 11,LT-10223,VILNIUS,LT,"54.7216492,25.3375902203968",www.vgtu.lt
,6005,,,Region Vastra Gotaland,,PUB,Regionens Hus,462 80,Vänersborg,SE   ,,www.vgregion.se/en/
,4487,,,Norwegian Veterinary Institute,NVI,HES,ULLEVALSVEIEN 68,454,OSLO,NO   ,,www.vetinst.no
,4444,999879493,,NORGES VETERNINAERHOGSKOLE,NVH,HES,Ullevaalsveien 72,0033,OSLO,NO,,www.veths.no
,4480,,,Norwegian School of Veterinary Science,NVH,HES,Ullevaalsveien 72,8146,OSLO,NO   ,,www.veths.no
,1457,,,Ecole Nationale Vétérinaire de Lyon,,HES,Avenue Bourgela 1,69280 ,Marcy-l'Étoile,FR   ,,www.vetagro-sup.fr
,4600,,,Western Norway Research Institute,,HES,Røyrgata 4,6856 ,Sogndal,NO   ,,www.vestforsk.no
,4591,998161817,,VETERINAERMEDISINSK OPPDRAGSSENTER AS,VESO,PRC,ULLEVALSVEIEN 68,0103,OSLO,NO,,www.veso.no
,3652,,,"Verona innovazione, azienda speciale della CCIAA",VERINN,PRC,Corso Porta Nuova 96,37122,Verona,IT   ,,www.veronainnovazione.it/
,6539,998068503,,DR. VERNIKOV MAGNETICS LTD,DVM,PRC,SIDNEY STREET 80,CT19 6HQ,FOLKESTONE KENT,UK,,www.vernikov.com
,1855,999696551,FR68329310395,VERMON SA,VERMON,PRC,67 RUE FROMENTEL,37000,TOURS,FR,"47.3796736,0.6723973",www.vermon.fr
,1854,998592303,FR85572221034,VEOLIA PROPRETE,VEO,PRC,21 RUE LA BOETIE,75008,PARIS,FR,"47.0785802,4.5606377",www.veolia-proprete.com
,3225,998236604,,CONSORZIO VENEZIA RICERCHE,CVR,REC,Via della Liberta 12,30175,VENEZIA,IT,,www.veneziaricerche.it
,3651,998236604,,CONSORZIO VENEZIA RICERCHE,CVR,REC,Via della Liberta 12,30175,VENEZIA,IT,,www.veneziaricerche.it
,7100,,,Velindre NHS Trust,,REC,Parc Nantgarw,CF15 7QZ ,Nantgarw,GB   ,,www.velindre-tr.wales.nhs.uk/home
,632,,,Collegium Fluminensis Polytechnic of Rijeka,,HES,Trpimirova 2/V,51000,Hrvatska,HR   ,,www.veleri.hr
,642,997170574,HR29059177553,HRVATSKI VETERINARSKI INSTITUT,CROATIAN VETERINARY INSTITUTE HVI CVI,REC,SAVSKA CESTA 143,10000,ZAGREB,HR,"45.79135665,15.9570386640863",www.veinst.hr
,4211,966174224,,THYSSENKRUPP VEERHAVEN BV,TKV,PRC,NICOLAAS PIECKSTRAAT 12-14,3232 BP,BRIELLE,NL,,www.veerhaven.com
,147,952620123,ATU53595809,VCE VIENNA CONSULTING ENGINEERS ZT GMBH,VCE,PRC,UNTERE VIADUKTGASSE 2,1030,WIEN,AT,"48.18839655,16.3045245078829",www.vce.at
,4596,952099718,,VOLCANIC BASIN PETROLEUM RESEARCH AS,VBPR,PRC,FORSKNINGSPARKEN GAUSTADALLEEN 21,0349,OSLO,NO,,www.vbpr.no
,5943,997658096,,Lake Vattern Society for Water Conservation,LakeVAT,OTH,Hamngatan 4,-551 86,Jonkoping,SE,,www.vattern.org
,6103,997981785,SE556036213801,VATTENFALL AB,VFAB,PRC,EVENEMANGSGATAN 13,169 56,STOCKHOLM,SE,"59.3251172,18.0710935",www.vattenfall.com
,6076,,,The East Regional Aquaculture Centre,,OTH,Klustervägen 11,590 76,Vreta Kluster,SE   ,,www.vattenbrukscentrumost.se/en/about-erac/
,54,999413796,ATU14756806,ANDRITZ HYDRO GMBH,ANDRITZ-AT,PRC,EIBESBRUNNERGASSE  20,1120,WIEN,AT,"48.1856768,16.2985558",www.vatech-hydro.com
,6108,,,West Sweden Tourist Board,,PUB,,,,SE   ,,www.vastsverige.com/en/
,6101,,,Västerås Science Park AB,,PRC,Kopparbergsvägen 10,722 13 ,Västerås,SE   ,,www.vasterassciencepark.se/
,3649,971492346,,VASTALLA SRL,VASTALLA,PRC,CORSO GIULIO CESARE 338/26,10154,TORINO TO,IT,,www.vastalla.com
,1233,950866460,FI09223059,VARSINAIS-SUOMEN LIITTO,VARSINAIS-SUOMI MAAKUNTA EGENTLIGA FINLANDS FORBUND REGIONAL COUNCIL OF SOUTHWESTFINLAND,PUB,RATAPIHANKATU 36,20100,TURKU,FI,"60.4543307,22.2568721587028",www.varsinais-suomi.fi
,1271,950866460,FI09223059,VARSINAIS-SUOMEN LIITTO,VARSINAIS-SUOMI MAAKUNTA EGENTLIGA FINLANDS FORBUND REGIONAL COUNCIL OF SOUTHWESTFINLAND,PUB,RATAPIHANKATU 36,20100,TURKU,FI,"60.4543307,22.2568721587028",www.varsinais-suomi.fi
,515,,,Varna Municipality,,,“Осми приморски полк” № 43,9000,VARNA,BG   ,,www.varna.bg/
,7098,997755484,,VARICON AQUA SOLUTIONS LIMITED,VAS,PRC,MEREBOOK BUSINESS PARK HANLEY ROAD UNIT 8,WR13 6NP,MALVERN,UK,,www.variconaqua.com
,3722,,,Ministry of Environmental Protection and Regional Development,,OTH,Peldu Str. 25,LV-1494,Rīga ,LV   ,,www.varam.gov.lv/eng/
,408,999547753,BE0262171402,CENTRUM VOOR ONDERZOEK IN DIERGENEESKUNDE EN AGROCHEMIE - CODA,CODA-VAR,PUB,Groeselenberg 99,1180,BRUXELLES,BE,"50.802754449999995,4.35670069995796",www.var.fgov.be
,7183,952151710,,VANUATU NATIONAL CULTURAL COUNCIL,VKS,REC,PO BOX 184,,PORT VILA,VU,,www.vanuatuculturalcentre.vu
,1270,997537622,FI01246109,VANTAAN KAUPUNKI,CoV,REC,Asematie  7,01710,Vantaa,FI,"60.2936247,25.0402112",www.vantaa.fi
,1269,998903867,,Vansco Electronics Oy,VANSCO,PRC,TIILENLYOJANKATU 5,30101,FORSSA,FI,,www.vansco.ca/
,4227,962988453,,VAN REMMEN UV TECHNIEK BV,Van Remmen,PRC,HOOGLANDWEG 3A,8131 TE,WIJHE,NL,,www.vanremmen.nl
,1268,998746921,,VAMP Ltd.,VAMP,PRC,Yrittäjänkatu 15,FIN-65101,VAASA,FI,,www.vamp.fi
,406,999568802,,VALUE FOR TECHNOLOGY BVBA,VFT,PRC,Acaciastraat 14,3071,ERPS-KWERPS,BE,,www.value-for-technology.be
,2480,998816567,,VALLEN SYSTEME GMBH,Vallen,PRC,Schaeftlarner Weg 26,82057,ICKING,DE,,www.vallen.de
,5697,,,Port Authority of Valencia,PAV,PUB,"Avda Muelle del Turia,",46024,Valencia,ES   ,,www.valenciaportpcs.com/en/community/port-authority/
,6100,,,Valdemarsvik Municipality,,PUB,Storgatan 37,615 80 ,Valdemarsvik,SE   ,,www.valdemarsvik.se/
,4589,,,Val VGS AS,,HES,,,,NO   ,,www.val.vgs.no
,1267,986365744,,VAHTERUS OY,VAHT,PRC,PRUUKINTIE 7,23600,KALANTI,FI,,www.vahterus.com
,4590,,,Vest-Agder County Council,,OTH,Tordenskjoldsgate 65,4605,Kristiansand ,NO   ,,www.vaf.no/
,6194,999976396,CHE115665634MWST,UNIVERSITAT ZURICH,UZH,HES,RAMISTRASSE 71,8006,ZURICH,CH,"47.374782,8.54833389838694",www.uzh.ch
,4742,,,University of Warmia and Mazury in Olsztyn,UWM,,Oczapowski 2,,OLSZTYN-KORTOWO,PL   ,,www.uwm.edu.pl
,7090,999839432,GB520137788,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL",UWE BRISTOL,HES,"Frenchay Campus, Coldharbour Lane",BS16 1QY,BRISTOL,UK,"51.453493,-2.5973936",www.uwe.ac.uk
,5237,999883373,,UNIVERSITY OF THE WESTERN CAPE,UWC,HES,MODDERDAMM ROAD,7535,BELLVILLE,ZA,"-33.8980555,18.6277778",www.uwc.ac.za
,541,996231614,,UNIVERSITY OF WATERLOO,UNIVERSITY OF WATERLOO,HES,200 UNIVERSITY AVENUE WEST,N2L 3G1,WATERLOO,CA,"43.47061295,-80.54724731656324",www.uwaterloo.ca
,1265,999847289,FI02095998,VAASAN YLIOPISTO,UVA,HES,PL 700,65101,VAASA,FI,"63.1023624,21.6017681",www.uwasa.fi
,4743,999572294,PL5250011266,UNIWERSYTET WARSZAWSKI,UNIWARSAW,HES,KRAKOWSKIE PRZEDMIESCIE 26/28,00 927,WARSZAWA,PL,"52.23961125,21.0173473017396",www.uw.edu.pl
,1856,,,Versailles Saint-Quentin-en-Yvelines University,UVSQ,HES,Avenue de Paris 55,78000 ,Versailles,FR   ,,www.uvsq.fr
,5828,999630494,ESQ8650002B,UNIVERSIDAD DE VIGO,UVIGO,HES,LG CAMPUS LAGOAS MARCOSENDE,36310,VIGO PONTEVEDRA,ES,"42.2376602,-8.7247204",www.uvigo.es
,4220,,,University of Amsterdam,UvA VUA,HES,Spui 21,1012 WX,Amsterdam,NL   ,,www.uva.nl
,5827,999862809,ESQ4718001C,UNIVERSIDAD DE VALLADOLID,UVA,HES,PLAZA SANTA CRUZ 8 PALACIO DE SANTA CRUZ,47002,VALLADOLID,ES,"41.6521328,-4.7285619",www.uva.es
,5825,999953019,ESQ4618001D,UNIVERSITAT DE VALENCIA,UVEG,HES,AVENIDA BLASCO IBANEZ  13,46010,VALENCIA,ES,"38.943091,-0.1299255",www.uv.es
,1176,,,Helsinki-Uusimaa Regional Council,,,Esterinportti 2 B,FI-00240,Helsinki,FI   ,,www.uudenmaanliitto.fi/en
,6097,,,Uppsala University,UU,,S:t Olofsgatan 10B,256,UPPSALA,SE   ,,www.uu.se
,4224,,,Utrecht University,UU,HES,Domplein 29,3512 JE,Utrecht,NL   ,,www.uu.nl
,1129,,,Centre for Maritime Studies of the Brahea Centre at the University of Turku,,,Joukahaisenkatu 3-5 B,FI- 20520, Turku ,FI   ,,www.utu.fi/en/units/cms/Pages/home.aspx
,1264,999903064,FI02458963,TURUN YLIOPISTO,UNIVERSITY OF TURKU,HES,YLIOPISTONMAKI,20014,Turku,FI,"60.45596125,22.2860007636948",www.utu.fi
,525,999845252,,THE GOVERNING COUNCIL OF THE UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,HES,KINGS COLLEGE CIRCLE 27,M5S 1A1,TORONTO,CA,"43.6617383,-79.3951455448675",www.utoronto.ca/
,4938,999499835,,UNIVERSIDADE TECNICA DE LISBOA - UTL,FMV-UTL,HES,Alameda de St Antonio dos Capuchos 1,1169 047,LISBOA,PT,,www.utl.pt
,2731,986152150,EL090055634,PANEPISTIMIO THESSALIAS,UNIVERSITY OF THESSALY - UTH,HES,ARGONAFTON FILELLINON,38221,VOLOS,EL,"39.3624382,22.9418905",www.uth.gr
,5049,996793729,RO13726642,UNIVERSITATEA TEHNICA DE CONSTRUCTII BUCURESTI,UTCB TECHNICAL UNIVERSITY OF CIVIL ENGINEERING BUCHAREST,HES,LACUL TEI 122-124 SECTOR 2,020396,BUCURESTI,RO,"44.4361414,26.1027202",www.utcb.ro/
,1842,,,University of Technology of Belfort-Montbeliard,UTBM,HES,Rue Thierry Mieg,,BELFORT CEDEX,FR   ,,www.utbm.fr
,4971,,,University of Tras-os-Montes and Alto Douro,UTAD,HES,Quinta de Prados,5001-801 ,Vila Real,PT   ,,www.utad.pt
,1100,999895013,EE100030417,TARTU ULIKOOL,UNIVERSITY OF TARTU,HES,ULIKOOLI 18,51005,TARTU,EE,"58.3807628,26.7194208",www.ut.ee
,1101,999895013,EE100030417,TARTU ULIKOOL,UNIVERSITY OF TARTU,HES,ULIKOOLI 18,51005,TARTU,EE,"58.3807628,26.7194208",www.ut.ee
,439,999844379,BRQ081001J60,UNIVERSIDADE DE SAO PAULO,USP,HES,RUA DA REITORIA 109 BUTANTA,05508 900,SAO PAULO SP,BR,"-23.5588051,-46.7252126",www.usp.br
,1111,997324028,,UNIVERSITY OF THE SOUTH PACIFIC,USP,HES,LAUCALA BAY CAMPUS,N/A,SUVA,FJ,"-18.1493051,178.45316212915193",www.usp.ac.fj
,7455,921767430,NO911770709MVA,UNIVERSITETET I SOROST-NORGE,UNIVERSITY OF SOUTH-EASTERN NORWAY,HES,KJOLNES RING 56,3918,PORSGRUNN,NO,"59.13741,9.6712",www.usn.no
,5819,999829635,ESQ1518001A,UNIVERSIDAD DE SANTIAGO DE COMPOSTELA,UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,HES,COLEXIO DE SAN XEROME PRAZA DO OBRADOIRO S/N,15782,SANTIAGO DE COMPOSTELA,ES,"42.8804219,-8.5458607",www.usc.es
,48,993809912,AU28441859157,UNIVERSITY OF THE SUNSHINE COAST,USC,HES,SIPPY DOWNS DRIVE 1,4556,SIPPY DOWNS,AU,"-26.71622945,153.0589520943651",www.usc.edu.au
,539,999818577,,UNIVERSITY OF SASKATCHEWAN,USASK,HES,"Gymnasium Place, 110",S7N 4J8,SASKATOON,CA,"52.1303179,-106.6307748",www.usask.com
,5818,999846610,ESQ3718001E,UNIVERSIDAD DE SALAMANCA,USAL,HES,CALLE PATIO DE ESCUELAS 1,37008,SALAMANCA,ES,"40.9651572,-5.6640181",www.usal.es
,4737,999851460,PL8510208005,UNIWERSYTET SZCZECINSKI,USZ,HES,ALEJA PAPIEZA JANA PAWLA II  22 A,71-453,SZCZECIN,PL,"53.4321386,14.548514",www.us.szc.pl
,5822,999862518,ESQ4118001I,UNIVERSIDAD DE SEVILLA,USE,HES,CALLE S. FERNANDO 4,41004,SEVILLA,ES,"37.38181325,-5.9910237446683",www.us.es
,4741,999917614,PL6340197134,UNIWERSYTET SLASKI,UNIWERSYTET SLASKI,HES,UL. BANKOWA 12,40 007,KATOWICE,PL,"50.2608163,19.0285342",www.us.edu.pl
,5797,999880560,ESQ9350003A,UNIVERSITAT ROVIRA I VIRGILI,URV,HES,CARRER DE ESCORXADOR,43003,TARRAGONA,ES,"41.1172364,1.2546057",www.urv.cat
,513,998223606,,URSIT OOD,URSIT,PRC,Malusha Street,1164,SOFIA,BG,,www.ursit.com
,538,996257125,,University of Regina,URegina,HES,Wascana Parkway 3737,S4S 0A2,Regina,CA,,www.uregina.ca
,575,992450069,,CHINA ACADEMY OF TRANSPORTATION SCIENCES,CATS,REC,HUIXINGLI 240 - CHAOYANG DISTRICT,100029,BEIJING,CN,"39.9801298,116.41541823735784",www.urbansustrans.cn
,5121,951515002,,URAL BRANCH OF THE RUSSIAN ACADEMY OF SCIENCES,UB RAS,REC,UL PERVOMAYSKAYA 91,620990,EKATERINBURG,RU,,www.uran.ru
,533,986119267,CA108161159,UNIVERSITE DU QUEBEC A MONTREAL*UQAM,UQAM,HES,CENTRE VILLE STATION,H3C 3P8,MONTREAL,CA,"45.5011985,-73.5608087",www.uqam.ca
,45,999881724,AU63942912684,THE UNIVERSITY OF QUEENSLAND,UQ,HES,ST LUCIA,4072,BRISBANE,AU,"-27.4976036,153.0079711",www.uq.edu.au
,6098,990864022,,UPWIS AB,UW/SV,PRC,SALAGATAN 18 B,753 30,UPPSALA,SE,,www.upwis.com
,5694,999864846,ESQ4618002B,UNIVERSITAT POLITECNICA DE VALENCIA,UPV,HES,CAMINO DE VERA SN EDIFICIO 3A,46022,VALENCIA,ES,"39.4699014,-0.3759512",www.upv.es
,7206,999847774,ALJ61929020T,UNIVERSITETI POLITEKNIK I TIRANES,UPT,HES,SHESHI NENE TEREZA  4,1001,Tirana,AL,"41.31588575,19.9009121644611",www.upt.al
,8,999847774,ALJ61929020T,UNIVERSITETI POLITEKNIK I TIRANES,UPT,HES,SHESHI NENE TEREZA  4,1001,Tirana,AL,"41.31588575,19.9009121644611",www.upt.al
,1688,,,Paris-Sud 11 University,,HES,Rue Georges Clemenceau 5,91400,Orsay,FR   ,,www.u-psud.fr/
,6095,,,Uppland Foundation,Upplandsstiftelsen,OTH,Storgatan 27,751 85,Uppsala,SE   ,,www.upplandsstiftelsen.se/eng/about-us__598
,5796,999846513,ESQ9150016E,UNIVERSIDAD PABLO DE OLAVIDE,UPO,HES,CARRETERA DE UTRERA KM 1,41013,SEVILLA,ES,"37.3886303,-5.995317",www.upo.es
,4607,991044054,,University of Papua New Guinea,University of Papua New Guinea,HES,Waigani Drive,134,Port Moresby,PG,"-9.407386599999999,147.17069184569732",www.upng.ac.pg/index.html
,1696,999986193,FR12197517220,UNIVERSITE PIERRE ET MARIE CURIE - PARIS 6,UPMC,HES,Place Jussieu 4,75252,PARIS,FR,"48.8475204,2.3540465",www.upmc.fr
,5763,999974844,ESQ2818015F,UNIVERSIDAD POLITECNICA DE MADRID,UPM,HES,CALLE RAMIRO DE MAEZTU 7 EDIFICIO RECTORADO,28040,MADRID,ES,"40.4167047,-3.7035824",www.upm.es
,5766,999974844,ESQ2818015F,UNIVERSIDAD POLITECNICA DE MADRID,UPM,HES,CALLE RAMIRO DE MAEZTU 7 EDIFICIO RECTORADO,28040,MADRID,ES,"40.4167047,-3.7035824",www.upm.es
,3804,,,Putra University,UPM,HES,Jalan Upm,43400,Serdang,MY   ,,www.upm.edu.my/
,5764,999976202,ESQ0818003F,UNIVERSITAT POLITECNICA DE CATALUNYA,UPC,HES,CALLE JORDI GIRONA 31,08034,BARCELONA,ES,"41.3825596,2.1771353",www.upc.edu
,2727,999894528,EL998219694,PANEPISTIMIO PATRON,UNIVERSITY OF PATRAS,HES,UNIVERSITY CAMPUS RIO PATRAS,265 04,RIO PATRAS,EL,"38.3018989,21.782579",www.upatras.gr
,2728,,,University of Patras; Research Centre,UPAT,,"Patras University campus, Rio",,PATRAS,GR   ,,www.upatras.gr
,573,966560284,,UNIVERSIDAD DEL PACIFICO,UPAC,HES,AVENIDA LAS CONDES 11 121,755000,SANTIAGO,CL,,www.upacifico.cl
,4964,999894916,PT501413197,UNIVERSIDADE DO PORTO,UPORTO,HES,PRACA GOMES TEIXEIRA,4099 002,PORTO,PT,"41.1469678,-8.6152095",www.up.pt
,2733,986185518,EL999562826,PANEPISTIMIO DYTIKIS MAKEDONIAS,UNIVERSITY OF WESTERN MACEDONIA UOWM,HES,PARKO AGIOU DIMITRIOU 1,50100,KOZANI,EL,"40.3007259,21.7883119",www.uowm.gr
,530,999885216,,UNIVERSITY OF OTTAWA,UO,HES,550 Cumberland Street (246-OVPR),K1N 6N5,OTTAWA,CA,"45.421106,-75.690308",www.uottawa.ca
,3690,999890648,,UNIVERSITY OF NAIROBI,UoN,HES,University Way,00100,NAIROBI,KE,"-1.2820746,36.8147081",www.uonbi.ac.ke
,2726,999852818,EL090029284,PANEPISTIMIO IOANNINON,UOI,HES,PANEPISTEMIOYPOLE PANEPISTEMIO  IOANNINON,45110,IOANNINA,EL,"39.82882455,20.838587837357622",www.uoi.gr / www.rc.uoi.gr
,2724,,,University of Athens,UoA,HES,,,,GR   ,,www.uoa.gr
,7197,999887932,ZM1005363116,UNIVERSITY OF ZAMBIA,GD-SOM-UNZA,HES,GREAT EAST ROAD CAMPUS,10101,LUSAKA,ZM,"-15.4166966,28.2813812",www.unza.zm
,3672,993822037,,UNITED NATIONS UNIVERSITY,UNU,HES,JINGUMAE 5 CHOME 53-70,150 8925,SHIBUYA KU TOKYO,JP,"35.664752,139.698096",www.unu.edu
,44,998090910,,UNIVERSITY OF NEW SOUTH WALES,UNSW,HES,ANZAC PARADE,2052,SYDNEY,AU,"-33.9099381,151.2234129",www.unsw.edu.au
,423,995549995,BA200494560007,UNIVERZITET U SARAJEVU,UNSA,HES,OBALA KULINA BANA 7,71000,SARAJEVO,BA,"43.8567125,18.423735",www.unsa.ba
,6182,,,United Nations Office for Project Services,UNOPS,,11-13 chemin des Anémones,,GENEVA,CH   ,,www.unosat.org
,4906,,,New University of Lisbon,,HES,Campus de Campolide,1099-085,Lisboa,PT   ,,www.unl.pt/en
,5830,999898214,ESQ5018001G,UNIVERSIDAD DE ZARAGOZA,UNIVERSIDAD DE ZARAGOZA,HES,CALLE PEDRO CERBUNA 12,50009,ZARAGOZA,ES,"41.559093,-0.9605913",www.unizar.es
,2478,,,University of Wuppertal,,,Gaußstraße 20,42119,Wuppertal,DE   ,,www.uni-wuppertal.de
,2479,,,University of Würzburg,,HES,Sanderring 2,97070 ,Würzburg,DE   ,,www.uni-wuerzburg.de
,1840,999862227,FR24195617188,UNIVERSITE DE BRETAGNE SUD,UNIVERSITE DE BRETAGNE SUD,HES,RUE ARMAND GUILLEMOT 27,56100,LORIENT,FR,"47.7454658,-3.3903164",www.univ-ubs.fr
,1690,,,Paul Sabatier University,UPS,HES,, 31062 ,Toulouse,FR   ,,www.univ-tlse3.fr/
,1817,,,Université de Toulon,,HES,CS 60584,83041, TOULON,FR   ,,www.univ-tln.fr/
,1845,996758324,FR76198307662,UNIVERSITE DE TOULON,,HES,AVENUE DE L UNIVERSITE,83130,LA GARDE,FR,"43.135526600000006,6.02057040895197",www.univ-tln.fr
,1587,,,Jean Monnet University,,HES,Rue Tréfilerie 10,42100,Saint-Étienne,FR   ,,www.univ-st-etienne.fr
,1839,999618078,,UNIVERSITE SAVOIE MONT BLANC,UNIV-SAVOIE,HES,RUE MARCOZ 27 DOMAINE UNIVERSITAIRE,73011,CHAMBERY,FR,"45.5662672,5.9203636",www.univ-savoie.fr
,1838,999465982,FR25197619042,UNIVERSITE DE ROUEN NORMANDIE,UR,HES,RUE THOMAS BECKET 1 MONT SAINT AIGNAN,76821,MONT SAINT AIGNAN CEDEX,FR,"49.4600916,1.0676654",www.univ-rouen.fr
,1827,999557453,,UNIVERSITE DE LA REUNION,UR,HES,AVENUE RENE CASSIN 15,97715,SAINT DENIS DE LA REUNION CEDEX 9,FR,"46.603354,1.8883335",www.univ-reunion.fr
,1837,999858541,FR70193509361,UNIVERSITE DE RENNES I,UR1,HES,RUE DU THABOR 2,35065,RENNES CEDEX,FR,"48.1159031,-1.673018",www.univ-rennes1.fr/
,3645,,,University of Verona,UNIVR,HES,"Via S. Francesco, 22",37129 ,Verona,IT   ,,www.univr.it
,1835,,,University of Poitiers,,HES,Rue de l'Hôtel Dieu,86000 ,Poitiers,FR   ,,www.univ-poitiers.fr/
,3391,999866689,IT00382520427,UNIVERSITA POLITECNICA DELLE MARCHE,UNIVPM,HES,PIAZZA ROMA 22,60121,ANCONA,IT,"43.6172271,13.5130433",www.univpm.it
,1834,998225546,FR0B196604375,UNIVERSITE DE PERPIGNAN,UPVD,HES,AVENUE PAUL ALDUY 52,66860,PERPIGNAN,FR,"42.6702187,2.9050182",www.univ-perp.fr
,1833,999849811,FR69196402515,UNIVERSITE DE PAU ET DES PAYS DE L'ADOUR,UPPA,HES,Avenue de l'Universite,64000,PAU,FR,"43.3113376,-0.3645525",www.univ-pau.fr
,1687,,,Paris Diderot University,,HES,Rue Thomas Mann 5,75013 ,Paris,FR   ,,www.univ-paris-diderot.fr
,5027,,,Ovidius University of Constanta,,HES,Bulevardul Mamaia 124,900527,Constanța,RO   ,,www.univ-ovidius.ro/
,1831,999854176,FR66194409843,UNIVERSITE DE NANTES,UNIVERSITE DE NANTES,HES,QUAI DE TOURVILLE 1,44035,NANTES CEDEX 1,FR,"47.20960695,-1.55583289746407",www.univ-nantes.fr
,1634,999875322,FR01193410883,UNIVERSITE MONTPELLIER 2,UM2,HES,PLACE EUGENE BATAILLON,34095,MONTPELLIER,FR,"43.6317414,3.8602615",www.univ-montp2.fr
,1815,999896662,FR66199320565,UNIVERSITE DE MARNE LA VALLEE,UPEM,HES,BOULEVARD DESCARTES 5 CHAMPS SUR MARNE,77454,MARNE LA VALLEE CEDEX 2,FR,"48.8391838,2.5875129472268648",www.univ-mlv.fr
,1844,999839917,,UNIVERSITE DE LA MEDITERRANEE D'AIX-MARSEILLE II,UnivMed,HES,"Boulevard Charles Livon, Jardin du Pharo 58",13284,MARSEILLE,FR,,www.univmed.fr
,1820,999855825,FR82196917751,UNIVERSITE LUMIERE LYON 2,LYON2,HES,86 RUE PASTEUR,69365,LYON,FR,"45.749197,4.8371332",www.univ-lyon2.fr
,1822,,,University Lyon 1,UCBL,HES,boulevard du 11 Novembre 1918 43,69622,Villeurbanne,FR   ,,www.univ-lyon1.fr
,1828,999846804,FR21191700327,UNIVERSITE DE LA ROCHELLE,UNIVERSITE DE LA ROC,HES,Avenue Albert-Einstein 23,17071,LA ROCHELLE,FR,"46.1477273,-1.1548459",www.univ-lr.fr
